voiced_mfcc,voiceless_mfcc,delta,mfcc
-3.1224027031840835,-4.031461398174194,0.24370831675359203,-3.0585713858407857
-1.818955496440666,-7.701097122559831,0.3639292297062581,-3.301846250532352
-3.844447982634285,0.6977684848884919,0.5870806431357073,-4.36606810047916
-1.1210071017258065,-8.367744636283014,0.40764357603208434,-3.3406606461351847
-3.669971664073784,-2.794613164105573,0.38455401149683976,-3.4223966579602134
-3.139725471506103,0.7796345009193753,0.41672284516188113,-3.7437954446558885
-1.4207075920116718,-14.822531552699045,0.8720157531631743,-5.45642236674696
-3.6528765705662174,-5.075833056518869,0.9533354507938382,-5.119409908452056
-2.4929464541554744,-5.958137415866134,0.5348797641779856,-4.714629513483029
0.2070438045804609,-8.076197729635862,1.066584981957583,-6.1596743714751
-3.635899791755958,-2.396399776433716,0.8674863060137714,-5.415243011005154
-0.8502199645763662,-5.630240673794102,0.3975403803273615,-3.8632288765344183
-4.640796490548081,-3.8701592059164773,0.6609498654725007,-4.356679469551537
-2.5508496360296684,-2.5525057443711545,0.38787676790264175,-3.6215048406642567
-1.972417381973467,-1.3294737422544873,0.5605920910678394,-3.8157159138744454
3.4472452186582547,-5.456660434829618,1.7361808364951792,-5.645622137338059
-2.808747295274049,-0.824352879969323,0.36224324462927693,-3.489602345616397
-4.901234026005016,19.871284171732885,2.3199804393754326,-6.706210525739329
-2.08481480652274,-3.2425746766282835,0.4674395975269868,-3.7167994095867476
-6.093301384429528,-16.86090872793083,0.530053573865337,-5.109845233517902
-1.1205545250778226,-6.208698296214718,0.14681059905909408,-8.165901012065808
-0.7526847988493762,-7.116230884649127,0.6044822417946254,-4.184288965221303
0.69413773566748,-6.788544296320526,0.6306952783810861,-4.156787619149011
4.415287714068109,-8.152829579423704,1.1550716803575034,-5.061539656299465
-2.6379729045494247,-0.24923821845426075,0.35660896211860627,-3.517038614843638
-1.175493854511168,-17.610225402643263,0.9614617270209537,-5.644829450134057
-0.8811149725876115,-3.7363079417737395,0.2110829768803487,-2.0246806207519894
-2.236172665761427,-2.8813831023925998,0.553214933424605,-4.032098957209037
-0.5391386830211645,-4.296423909236742,0.4340073409463483,-3.1320636227699583
-2.2176727820634308,-3.2285205852041003,0.8841333768107313,-5.173903026483397
-1.4680610754910737,-2.582545068095375,0.21333536261207664,-2.4502069167838503
-3.9337584450775767,3.6195785025313048,0.7031690317866144,-3.627593179657163
9.156362944948839,-35.543554326317384,1.880467294181874,-7.5882351128824945
-2.462704572246831,-2.178758028882852,2.3740376368387524,-6.3504117693606155
